src,src_name,dest,dest_name,weight
16,ADCY1,1198,PRKACA,0.5299169727019034
18,ADCY3,1198,PRKACA,0.5433531377600349
19,ADCY5,1198,PRKACA,0.5825116644458225
21,ADCY7,1198,PRKACA,0.5426579593845721
37,AGER,1207,PRKCB,0.5930712687472502
38,AGTR1,1126,PLCB1,0.5859249306377023
38,AGTR1,1129,PLCB4,0.6590480903697122
42,AKT1,308,CREB3L3,0.5158592980665465
42,AKT1,878,MAP3K8,0.5678862317154805
42,AKT1,889,MAPK3,0.5371748329508894
42,AKT1,952,MTOR,0.6332185862120241
42,AKT1,1002,NOS3,0.5111526445990118
42,AKT1,1264,RAF1,0.5085858835916346
43,AKT1S1,952,MTOR,0.682632281879584
44,AKT2,80,ATF6B,0.5612546651507727
44,AKT2,111,BAD,0.5735671993694268
44,AKT2,118,BCL2,0.7019336504085609
44,AKT2,261,CDKN1A,0.5693228984251618
44,AKT2,279,CHUK,0.666227862832602
44,AKT2,304,CREB1,0.5908642424115289
44,AKT2,305,CREB3,0.6417955676326528
44,AKT2,307,CREB3L2,0.5768098736337075
44,AKT2,309,CREB3L4,0.6012543573684525
44,AKT2,310,CREB5,0.5799790727905929
44,AKT2,517,FOXO1,0.5449478041341839
44,AKT2,677,IKBKB,0.5769812280123006
44,AKT2,878,MAP3K8,0.5552144040508816
44,AKT2,889,MAPK3,0.5301461856268967
44,AKT2,952,MTOR,0.7899312886875123
44,AKT2,982,NFKB1,0.5735713589393223
44,AKT2,985,NFKBIB,0.6170127605398497
44,AKT2,986,NFKBIE,0.5037960690446198
44,AKT2,1015,NR4A1,0.5549263475909053
44,AKT2,1058,PDE3B,0.5583467812277376
44,AKT2,1075,PFKFB2,0.5008495433192972
44,AKT2,1160,PPP1R3B,0.5237994682024388
44,AKT2,1264,RAF1,0.6540933992092808
44,AKT2,1308,RELA,0.5669851653355484
44,AKT2,1492,TBC1D7,0.5452147457554626
45,AKT3,43,AKT1S1,0.5098704567819368
45,AKT3,78,ATF2,0.5119607487945662
45,AKT3,118,BCL2,0.6449268708742844
45,AKT3,261,CDKN1A,0.5987214851814011
45,AKT3,279,CHUK,0.5858311537798727
45,AKT3,304,CREB1,0.513752076216042
45,AKT3,306,CREB3L1,0.7738298676294411
45,AKT3,308,CREB3L3,0.5428727342902371
