src,src_name,dest,dest_name,weight
1198,PRKACA,16,ADCY1,0.3667703561251983
1198,PRKACA,18,ADCY3,0.42380927373111865
1198,PRKACA,19,ADCY5,0.3738721012758712
1198,PRKACA,21,ADCY7,0.31845028791576624
1198,PRKACA,22,ADCY9,0.1876469641487347
570,GNAI1,33,ADRB1,0.028500227521484095
570,GNAI1,34,ADRB2,0.03440553566130499
572,GNAI3,34,ADRB2,0.02984078396111727
1099,PIK3CA,36,AGAP2,0.034193455784892045
362,CYBB,37,AGER,0.3857920451167349
1207,PRKCB,37,AGER,0.5266305306305488
1126,PLCB1,38,AGTR1,0.03168322957741717
1127,PLCB2,38,AGTR1,0.029232907776410383
1128,PLCB3,38,AGTR1,0.029618801642209293
1129,PLCB4,38,AGTR1,0.03150722584493148
118,BCL2,42,AKT1,0.22629371099174025
889,MAPK3,42,AKT1,0.4893283707400164
952,MTOR,42,AKT1,0.5305903725636502
1264,RAF1,42,AKT1,0.28445384758524606
1308,RELA,42,AKT1,0.33457872609918315
952,MTOR,43,AKT1S1,0.2781624510884285
118,BCL2,44,AKT2,0.8327069763404626
305,CREB3,44,AKT2,0.7730087549425662
952,MTOR,44,AKT2,0.8075950415494542
982,NFKB1,44,AKT2,0.5623255232504258
1264,RAF1,44,AKT2,0.561107993684709
43,AKT1S1,45,AKT3,0.5157109556409221
78,ATF2,45,AKT3,0.4504013012861833
118,BCL2,45,AKT3,0.4852183001348749
279,CHUK,45,AKT3,0.4579573980998248
304,CREB1,45,AKT3,0.508945101313293
306,CREB3L1,45,AKT3,0.944809321934978
308,CREB3L3,45,AKT3,0.5208309900170812
309,CREB3L4,45,AKT3,0.3209478974652787
952,MTOR,45,AKT3,0.4504926700571862
982,NFKB1,45,AKT3,0.4358649296065171
1264,RAF1,45,AKT3,0.37152770442577704
1308,RELA,45,AKT3,0.5380007191871603
316,CSF1R,57,ANGPT1,0.5283331681896623
437,EGFR,57,ANGPT1,0.38930098491449217
458,EPHA2,57,ANGPT1,0.2342268125154078
460,ERBB2,57,ANGPT1,0.3096040829084814
461,ERBB3,57,ANGPT1,0.5629753487184644
495,FGFR1,57,ANGPT1,0.4376625833412011
496,FGFR2,57,ANGPT1,0.5224145837011748
497,FGFR3,57,ANGPT1,0.3317936160912116
498,FGFR4,57,ANGPT1,0.8832257037982345
507,FLT1,57,ANGPT1,0.530070544499904
508,FLT3,57,ANGPT1,0.6138267713754127
510,FLT4,57,ANGPT1,0.5107975838705897
674,IGF1R,57,ANGPT1,0.6588663266971708
776,KDR,57,ANGPT1,0.4808432358006636
780,KIT,57,ANGPT1,0.5054307128846024
931,MET,57,ANGPT1,0.4562978191495252
1023,NTRK1,57,ANGPT1,0.7727704212768003
1024,NTRK2,57,ANGPT1,0.5671504486352205
1067,PDGFRA,57,ANGPT1,0.8243506701663137
1068,PDGFRB,57,ANGPT1,0.3860655174978698
1506,TEK,57,ANGPT1,0.6410625644338628
316,CSF1R,58,ANGPT2,0.5409343343616152
437,EGFR,58,ANGPT2,0.17322134242082632
458,EPHA2,58,ANGPT2,0.13210722726556315
460,ERBB2,58,ANGPT2,0.11742313041662175
495,FGFR1,58,ANGPT2,0.6286878494545818
496,FGFR2,58,ANGPT2,0.3333353392624607
497,FGFR3,58,ANGPT2,0.2865632874580721
507,FLT1,58,ANGPT2,0.4961552309435016
508,FLT3,58,ANGPT2,0.4052403391338885
510,FLT4,58,ANGPT2,0.5687533201649785
776,KDR,58,ANGPT2,0.5015770774004825
780,KIT,58,ANGPT2,0.7518516113981604
931,MET,58,ANGPT2,0.25639215155194195
988,NGFR,58,ANGPT2,0.20302545186132195
1023,NTRK1,58,ANGPT2,0.6915142644662409
1068,PDGFRB,58,ANGPT2,0.4227479428673784
316,CSF1R,68,AREG,0.5859394487924874
437,EGFR,68,AREG,0.6054250491317362
458,EPHA2,68,AREG,0.4206015285414954
461,ERBB3,68,AREG,0.6737200337462127
495,FGFR1,68,AREG,0.341703840966026
496,FGFR2,68,AREG,0.5773723878975338
498,FGFR4,68,AREG,0.5700295463514825
507,FLT1,68,AREG,0.40039231573076295
